,EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition Count
4058,4059,38,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1,Female,1,Sales Representative,Divorced,44900,2.0,Y,21,8,1,10.0,1,5,0,3,2.0,4.0,4.0,3,4,False
4059,4060,49,No,Travel_Frequently,Sales,11,4,Life Sciences,1,Male,2,Research Scientist,Married,35060,3.0,Y,11,8,1,28.0,4,5,4,3,2.0,4.0,3.0,2,3,False
4060,4061,42,No,Travel_Rarely,Sales,1,3,Life Sciences,1,Female,1,Sales Executive,Divorced,23720,3.0,Y,12,8,1,14.0,3,0,0,0,2.0,4.0,3.0,3,3,False
4061,4062,27,Yes,Travel_Frequently,Sales,8,1,Life Sciences,1,Male,4,Laboratory Technician,Married,102310,1.0,Y,13,8,1,1.0,2,1,0,0,1.0,2.0,3.0,3,3,True
4062,4063,35,No,Travel_Rarely,Research & Development,25,1,Medical,1,Male,1,Sales Executive,Married,54100,0.0,Y,18,8,0,6.0,4,5,0,4,2.0,1.0,1.0,3,3,False
4063,4064,28,No,Non-Travel,Research & Development,21,1,Medical,1,Male,3,Research Scientist,Single,79780,1.0,Y,16,8,2,5.0,2,5,1,4,3.0,3.0,2.0,3,3,False
4064,4065,31,No,Non-Travel,Sales,23,1,Medical,1,Male,1,Sales Executive,Divorced,38670,1.0,Y,11,8,1,4.0,4,4,2,3,3.0,1.0,4.0,4,3,False
4065,4066,36,No,Non-Travel,Research & Development,1,3,Life Sciences,1,Male,2,Research Scientist,Married,28380,1.0,Y,19,8,2,5.0,5,5,0,2,1.0,2.0,3.0,1,3,False
4066,4067,34,No,Travel_Rarely,Sales,2,3,Marketing,1,Male,4,Healthcare Representative,Single,46950,1.0,Y,16,8,1,14.0,2,14,2,1,1.0,4.0,2.0,3,3,False
4067,4068,34,No,Travel_Rarely,Research & Development,19,3,Technical Degree,1,Female,1,Research Director,Divorced,33390,1.0,Y,16,8,0,9.0,2,8,1,1,4.0,3.0,2.0,2,3,False
4068,4069,26,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Male,2,Research Scientist,Single,20800,0.0,Y,13,8,0,8.0,6,7,7,6,3.0,1.0,2.0,4,3,False
4069,4070,29,No,Travel_Rarely,Research & Development,2,4,Other,1,Male,2,Laboratory Technician,Married,20960,0.0,Y,22,8,0,6.0,2,5,0,2,1.0,1.0,2.0,4,4,False
4070,4071,32,No,Non-Travel,Research & Development,3,1,Life Sciences,1,Male,3,Manager,Divorced,62090,5.0,Y,17,8,1,9.0,5,5,1,2,3.0,4.0,3.0,4,3,False
4071,4072,31,No,Travel_Frequently,Research & Development,25,5,Technical Degree,1,Female,2,Human Resources,Married,180610,1.0,Y,14,8,1,10.0,2,10,8,7,4.0,1.0,3.0,3,3,False
4072,4073,28,Yes,Travel_Rarely,Sales,7,5,Life Sciences,1,Female,2,Sales Representative,Divorced,171230,5.0,Y,15,8,1,6.0,2,4,0,3,3.0,4.0,2.0,2,3,True
4073,4074,38,No,Travel_Rarely,Research & Development,9,2,Technical Degree,1,Male,3,Sales Representative,Single,23720,4.0,Y,12,8,0,20.0,3,1,0,0,1.0,1.0,2.0,2,3,False
4074,4075,35,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,Male,2,Sales Representative,Married,48830,1.0,Y,18,8,1,10.0,1,10,0,9,3.0,4.0,3.0,1,3,False
4075,4076,27,No,Travel_Rarely,Sales,2,3,Life Sciences,1,Female,1,Manager,Single,39040,1.0,Y,15,8,0,7.0,2,7,0,7,4.0,4.0,3.0,3,3,False
4076,4077,32,No,Travel_Rarely,Research & Development,8,1,Medical,1,Female,2,Research Scientist,Single,46270,8.0,Y,17,8,1,8.0,2,1,0,0,4.0,4.0,3.0,2,3,False
4077,4078,31,Yes,Travel_Frequently,Research & Development,2,1,Other,1,Male,3,Sales Executive,Married,70940,1.0,Y,14,8,1,10.0,2,10,0,8,1.0,4.0,3.0,3,3,True
4078,4079,53,Yes,Travel_Rarely,Research & Development,18,3,Medical,1,Male,1,Research Scientist,Single,34230,6.0,Y,15,8,1,15.0,4,2,2,2,1.0,1.0,2.0,3,3,True
4079,4080,54,No,Travel_Rarely,Research & Development,14,3,Other,1,Male,3,Research Scientist,Married,66740,3.0,Y,17,8,1,9.0,2,4,2,3,1.0,3.0,2.0,3,3,False
4080,4081,33,No,Travel_Frequently,Research & Development,2,4,Medical,1,Female,4,Sales Executive,Divorced,168800,1.0,Y,14,8,3,9.0,2,9,2,8,4.0,3.0,3.0,3,3,False
4081,4082,43,No,Travel_Rarely,Research & Development,3,3,Medical,1,Male,1,Research Scientist,Married,90940,1.0,Y,12,8,1,10.0,0,10,0,9,1.0,3.0,3.0,3,3,False
4082,4083,38,No,Travel_Frequently,Research & Development,2,5,Medical,1,Female,4,Sales Executive,Married,84460,0.0,Y,14,8,0,7.0,3,6,1,2,4.0,2.0,3.0,2,3,False
4083,4084,55,No,Travel_Rarely,Sales,9,3,Marketing,1,Male,2,Laboratory Technician,Married,119160,4.0,Y,15,8,1,35.0,3,10,1,4,3.0,2.0,3.0,2,3,False
4084,4085,31,No,Travel_Rarely,Sales,6,3,Other,1,Male,1,Manufacturing Director,Divorced,45340,1.0,Y,13,8,0,1.0,2,1,0,0,4.0,4.0,3.0,3,3,False
4085,4086,39,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Male,2,Sales Executive,Single,98520,0.0,Y,12,8,1,21.0,5,20,11,10,2.0,1.0,3.0,2,3,False
4086,4087,42,No,Non-Travel,Research & Development,10,4,Life Sciences,1,Female,2,Research Scientist,Single,61510,1.0,Y,13,8,1,20.0,3,20,3,7,4.0,3.0,3.0,3,3,False
4087,4088,31,No,Non-Travel,Research & Development,14,2,Life Sciences,1,Male,2,Healthcare Representative,Married,23020,4.0,Y,14,8,0,13.0,3,11,4,8,3.0,3.0,4.0,3,3,False
4088,4089,54,No,Travel_Rarely,Research & Development,1,3,Medical,1,Female,2,Human Resources,Single,23620,6.0,Y,13,8,1,9.0,2,5,1,4,3.0,1.0,3.0,4,3,False
4089,4090,24,No,Travel_Rarely,Research & Development,5,4,Other,1,Male,1,Manufacturing Director,Single,178610,1.0,Y,11,8,2,4.0,5,4,1,2,2.0,3.0,2.0,1,3,False
4090,4091,23,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,2,Research Scientist,Single,191870,1.0,Y,11,8,1,5.0,2,5,1,4,4.0,4.0,4.0,3,3,False
4091,4092,40,No,Travel_Frequently,Research & Development,21,3,Medical,1,Female,3,Research Scientist,Married,197170,1.0,Y,21,8,0,10.0,1,10,9,4,4.0,3.0,4.0,2,4,False
4092,4093,40,No,Travel_Rarely,Research & Development,8,1,Medical,1,Female,5,Research Scientist,Married,35440,3.0,Y,18,8,3,15.0,3,11,5,10,2.0,2.0,3.0,2,3,False
4093,4094,25,No,Travel_Rarely,Sales,20,5,Medical,1,Female,2,Laboratory Technician,Married,85000,4.0,Y,12,8,0,6.0,2,2,1,2,3.0,2.0,3.0,3,3,False
4094,4095,30,No,Travel_Rarely,Human Resources,20,4,Life Sciences,1,Male,2,Research Scientist,Married,46610,1.0,Y,11,8,0,12.0,3,12,1,7,4.0,2.0,2.0,2,3,False
4095,4096,25,No,Travel_Rarely,Research & Development,7,2,Medical,1,Male,5,Sales Executive,Divorced,41030,6.0,Y,15,8,1,7.0,2,2,0,2,4.0,3.0,2.0,3,3,False
4096,4097,47,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,2,Sales Executive,Single,42490,2.0,Y,13,8,1,25.0,2,17,12,11,1.0,3.0,3.0,2,3,False
4097,4098,33,No,Non-Travel,Research & Development,1,3,Life Sciences,1,Male,2,Research Scientist,Divorced,140260,1.0,Y,12,8,0,1.0,4,1,0,0,2.0,3.0,2.0,3,3,False
4098,4099,38,No,Travel_Rarely,Research & Development,19,3,Life Sciences,1,Female,2,Sales Executive,Married,68930,0.0,Y,17,8,0,16.0,3,15,5,8,4.0,2.0,3.0,3,3,False
4099,4100,31,No,Travel_Rarely,Research & Development,10,4,Medical,1,Female,3,Sales Executive,Married,61250,0.0,Y,13,8,1,3.0,3,2,1,2,1.0,3.0,3.0,3,3,False
4100,4101,38,No,Travel_Frequently,Research & Development,1,4,Other,1,Male,2,Research Scientist,Married,36690,2.0,Y,19,8,0,10.0,2,8,7,7,1.0,3.0,3.0,3,3,False
4101,4102,42,No,Travel_Rarely,Research & Development,6,3,Medical,1,Male,2,Laboratory Technician,Divorced,100080,6.0,Y,19,8,1,9.0,3,4,1,2,4.0,1.0,2.0,1,3,False
4102,4103,41,No,Travel_Rarely,Sales,2,2,Medical,1,Male,1,Healthcare Representative,Married,23870,3.0,Y,17,8,1,12.0,1,5,1,0,4.0,4.0,3.0,1,3,False
4103,4104,47,No,Non-Travel,Research & Development,21,2,Medical,1,Male,1,Sales Executive,Married,46390,0.0,Y,11,8,1,14.0,2,13,5,12,3.0,2.0,1.0,2,3,False
4104,4105,35,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Male,2,Healthcare Representative,Married,78980,7.0,Y,15,8,0,5.0,2,2,2,2,4.0,3.0,3.0,2,3,False
4105,4106,22,No,Travel_Rarely,Human Resources,12,1,Human Resources,1,Male,2,Sales Executive,Single,25340,0.0,Y,11,8,0,4.0,1,3,1,2,4.0,3.0,4.0,3,3,False
4106,4107,35,No,Travel_Rarely,Research & Development,9,3,Medical,1,Female,2,Sales Executive,Single,131420,1.0,Y,25,8,2,10.0,4,10,0,8,2.0,3.0,3.0,3,4,False
4107,4108,33,No,Travel_Rarely,Sales,3,4,Medical,1,Male,3,Healthcare Representative,Married,16110,0.0,Y,14,8,0,10.0,2,9,8,1,2.0,4.0,3.0,2,3,False
4108,4109,32,No,Travel_Rarely,Research & Development,3,2,Technical Degree,1,Male,3,Manufacturing Director,Single,53630,1.0,Y,13,8,0,6.0,4,6,4,1,3.0,2.0,3.0,3,3,False
4109,4110,40,No,Travel_Rarely,Research & Development,1,4,Medical,1,Male,2,Research Director,Married,50710,8.0,Y,17,8,1,8.0,3,1,0,0,1.0,4.0,2.0,2,3,False
4110,4111,32,No,Travel_Rarely,Research & Development,1,2,Medical,1,Male,3,Sales Executive,Married,136950,0.0,Y,13,8,0,3.0,3,2,2,2,2.0,2.0,3.0,3,3,False
4111,4112,39,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Male,1,Sales Executive,Single,134020,7.0,Y,14,8,1,18.0,1,7,1,7,1.0,4.0,3.0,3,3,False
4112,4113,38,No,Travel_Rarely,Sales,20,4,Medical,1,Female,2,Research Director,Married,20290,3.0,Y,11,8,1,20.0,3,18,1,11,2.0,3.0,3.0,2,3,False
4113,4114,32,No,Travel_Rarely,Research & Development,18,3,Life Sciences,1,Male,2,Manager,Married,63770,1.0,Y,12,8,2,14.0,3,14,5,7,3.0,4.0,3.0,3,3,False
4114,4115,37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,4,Sales Executive,Married,54290,1.0,Y,17,8,1,16.0,3,16,6,8,3.0,4.0,3.0,3,3,False
4115,4116,25,No,Travel_Rarely,Research & Development,2,4,Medical,1,Female,2,Manufacturing Director,Divorced,27850,0.0,Y,21,8,0,6.0,2,5,0,4,1.0,3.0,2.0,3,4,False
4117,4118,44,No,Travel_Rarely,Research & Development,8,1,Life Sciences,1,Female,1,Sales Representative,Single,26100,6.0,Y,15,8,0,6.0,2,4,1,2,2.0,4.0,3.0,3,3,False
4118,4119,21,No,Travel_Rarely,Sales,10,5,Medical,1,Male,3,Research Scientist,Single,66870,1.0,Y,19,8,3,2.0,0,2,1,2,3.0,1.0,3.0,3,3,False
4119,4120,39,No,Non-Travel,Research & Development,3,4,Life Sciences,1,Female,2,Research Director,Single,47240,2.0,Y,12,8,1,21.0,4,6,1,3,4.0,4.0,2.0,4,3,False
4120,4121,23,Yes,Travel_Frequently,Research & Development,2,4,Life Sciences,1,Female,2,Manufacturing Director,Married,61790,1.0,Y,11,8,0,1.0,3,1,1,0,4.0,1.0,2.0,3,3,True
4121,4122,36,No,Travel_Rarely,Research & Development,24,3,Life Sciences,1,Female,2,Laboratory Technician,Married,61200,0.0,Y,19,8,0,10.0,2,9,3,4,1.0,4.0,3.0,3,3,False
4122,4123,36,No,Travel_Frequently,Research & Development,16,1,Medical,1,Male,2,Sales Executive,Divorced,105960,7.0,Y,15,8,0,18.0,3,4,0,2,4.0,2.0,3.0,2,3,False
4123,4124,56,No,Non-Travel,Research & Development,8,1,Life Sciences,1,Male,1,Sales Executive,Divorced,54670,1.0,Y,20,8,0,13.0,6,13,1,9,3.0,3.0,2.0,2,4,False
4124,4125,29,Yes,Travel_Rarely,Research & Development,9,4,Medical,1,Male,2,Sales Representative,Married,29960,9.0,Y,25,8,0,4.0,4,2,2,2,1.0,4.0,4.0,3,4,True
4125,4126,42,No,Travel_Rarely,Research & Development,17,1,Life Sciences,1,Male,3,Research Scientist,Married,99980,5.0,Y,24,8,2,24.0,3,22,4,14,1.0,3.0,2.0,2,4,False
4126,4127,56,Yes,Travel_Rarely,Sales,10,4,Other,1,Male,2,Sales Executive,Married,40780,8.0,Y,24,8,1,14.0,3,10,9,8,4.0,3.0,1.0,3,4,True
4127,4128,41,No,Travel_Rarely,Research & Development,13,4,Life Sciences,1,Female,1,Healthcare Representative,Married,109200,0.0,Y,15,8,1,21.0,3,20,0,10,1.0,2.0,3.0,4,3,False
4128,4129,34,No,Travel_Rarely,Sales,1,3,Medical,1,Female,1,Laboratory Technician,Married,62320,1.0,Y,13,8,1,8.0,3,8,1,7,4.0,3.0,3.0,3,3,False
4129,4130,36,No,Non-Travel,Sales,1,1,Medical,1,Female,1,Human Resources,Divorced,132470,1.0,Y,14,8,0,15.0,3,15,11,11,4.0,4.0,2.0,3,3,False
4130,4131,41,No,Travel_Rarely,Research & Development,1,5,Medical,1,Male,1,Healthcare Representative,Divorced,40810,2.0,Y,13,8,0,14.0,3,5,0,4,3.0,2.0,3.0,3,3,False
4131,4132,32,No,Travel_Rarely,Sales,9,4,Life Sciences,1,Female,2,Research Scientist,Single,57690,1.0,Y,11,8,0,4.0,3,4,1,2,4.0,1.0,3.0,3,3,False
4132,4133,35,No,Travel_Rarely,Research & Development,16,3,Medical,1,Female,2,Healthcare Representative,Single,23940,1.0,Y,16,8,1,9.0,3,9,1,7,3.0,4.0,3.0,3,3,False
4133,4134,38,No,Travel_Rarely,Research & Development,23,3,Medical,1,Male,3,Sales Representative,Married,39040,1.0,Y,22,8,0,10.0,3,10,1,9,1.0,4.0,3.0,2,4,False
4134,4135,50,Yes,Travel_Frequently,Sales,4,2,Life Sciences,1,Female,2,Laboratory Technician,Divorced,167990,7.0,Y,14,8,1,12.0,2,6,0,1,2.0,3.0,3.0,2,3,True
4135,4136,36,No,Travel_Rarely,Research & Development,22,4,Life Sciences,1,Male,1,Healthcare Representative,Married,29500,4.0,Y,14,8,0,8.0,1,6,0,0,2.0,4.0,2.0,2,3,False
4136,4137,45,No,Travel_Rarely,Sales,24,3,Life Sciences,1,Male,1,Laboratory Technician,Single,36290,8.0,Y,16,8,1,8.0,2,5,0,1,4.0,3.0,3.0,4,3,False
4137,4138,40,No,Travel_Rarely,Sales,10,4,Life Sciences,1,Male,1,Research Scientist,Single,93620,2.0,Y,11,8,1,8.0,6,2,2,2,3.0,3.0,3.0,3,3,False
4138,4139,35,No,Travel_Frequently,Sales,7,2,Life Sciences,1,Male,2,Manufacturing Director,Married,32290,1.0,Y,25,8,0,10.0,2,10,0,2,3.0,3.0,4.0,2,4,False
4139,4140,40,No,Travel_Rarely,Research & Development,17,4,Life Sciences,1,Male,1,Manager,Married,35780,2.0,Y,14,8,1,20.0,2,5,0,2,3.0,3.0,3.0,3,3,False
4140,4141,35,No,Travel_Rarely,Human Resources,14,1,Life Sciences,1,Male,2,Research Scientist,Married,79880,1.0,Y,18,8,0,4.0,3,4,1,1,3.0,4.0,3.0,3,3,False
4141,4142,29,No,Travel_Rarely,Research & Development,1,3,Medical,1,Male,3,Sales Executive,Married,42840,4.0,Y,11,8,0,10.0,5,4,0,3,4.0,2.0,3.0,2,3,False
4142,4143,29,No,Travel_Rarely,Research & Development,5,3,Medical,1,Male,2,Sales Representative,Single,75530,1.0,Y,19,8,0,5.0,3,5,0,4,4.0,1.0,1.0,3,3,False
4143,4144,50,Yes,Travel_Rarely,Research & Development,17,3,Medical,1,Male,1,Research Scientist,Divorced,173280,4.0,Y,15,8,2,20.0,1,3,2,0,4.0,1.0,3.0,3,3,True
4144,4145,39,No,Travel_Rarely,Sales,25,3,Medical,1,Male,2,Sales Executive,Married,197010,0.0,Y,11,8,0,21.0,3,20,9,6,2.0,4.0,2.0,4,3,False
4145,4146,31,No,Non-Travel,Research & Development,8,4,Life Sciences,1,Female,4,Sales Executive,Single,147320,0.0,Y,12,8,0,10.0,3,9,1,7,2.0,1.0,3.0,3,3,False
4146,4147,26,No,Travel_Rarely,Research & Development,11,4,Medical,1,Male,2,Manager,Single,92780,0.0,Y,20,8,0,5.0,3,4,0,0,4.0,3.0,3.0,3,4,False
4147,4148,36,No,Travel_Frequently,Research & Development,5,1,Technical Degree,1,Male,1,Sales Executive,Married,13590,4.0,Y,12,8,0,17.0,2,5,0,3,3.0,4.0,3.0,3,3,False
4148,4149,39,No,Travel_Rarely,Research & Development,2,1,Medical,1,Female,1,Research Scientist,Married,47790,4.0,Y,14,8,2,9.0,3,7,1,7,4.0,1.0,3.0,3,3,False
4149,4150,27,No,Travel_Rarely,Research & Development,8,2,Medical,1,Male,1,Laboratory Technician,Married,164220,1.0,Y,20,8,1,6.0,3,6,0,3,2.0,2.0,3.0,3,4,False
4150,4151,49,No,Travel_Frequently,Research & Development,6,1,Medical,1,Male,3,Healthcare Representative,Married,29960,2.0,Y,18,8,1,17.0,2,9,0,8,4.0,2.0,2.0,2,3,False
4151,4152,34,No,Travel_Rarely,Sales,4,3,Medical,1,Female,1,Sales Executive,Married,12610,2.0,Y,14,8,1,6.0,6,4,1,2,2.0,3.0,4.0,3,3,False
4152,4153,41,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Female,1,Research Scientist,Single,20990,8.0,Y,12,8,1,8.0,2,6,0,5,2.0,4.0,1.0,3,3,True
4153,4154,49,No,Travel_Frequently,Sales,1,4,Life Sciences,1,Female,2,Manufacturing Director,Married,58100,1.0,Y,21,8,1,10.0,2,10,1,7,3.0,2.0,3.0,3,4,False
4154,4155,37,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,1,Sales Executive,Single,56470,6.0,Y,19,8,0,7.0,2,0,0,0,4.0,3.0,3.0,3,3,True
4155,4156,33,No,Travel_Frequently,Research & Development,10,2,Medical,1,Male,2,Research Scientist,Married,34200,1.0,Y,14,8,0,8.0,3,8,3,0,4.0,3.0,3.0,3,3,False
4156,4157,27,No,Travel_Rarely,Sales,5,4,Medical,1,Female,4,Manufacturing Director,Married,44000,9.0,Y,17,8,1,6.0,3,2,2,2,1.0,2.0,3.0,2,3,False
4157,4158,32,No,Travel_Frequently,Research & Development,9,2,Medical,1,Female,2,Research Scientist,Single,35000,0.0,Y,16,8,1,8.0,2,7,3,6,4.0,4.0,2.0,2,3,False
4158,4159,59,No,Travel_Rarely,Sales,2,2,Marketing,1,Female,5,Sales Representative,Married,20660,4.0,Y,12,8,1,12.0,3,1,0,0,3.0,1.0,2.0,3,3,False
4159,4160,30,No,Travel_Rarely,Research & Development,11,4,Medical,1,Male,2,Laboratory Technician,Divorced,171690,1.0,Y,17,8,2,1.0,2,1,0,0,4.0,3.0,3.0,3,3,False
4160,4161,38,No,Travel_Frequently,Sales,18,4,Life Sciences,1,Male,2,Healthcare Representative,Single,41620,0.0,Y,15,8,1,10.0,1,9,1,8,4.0,3.0,3.0,3,3,False
4161,4162,36,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,1,Sales Executive,Married,92040,6.0,Y,23,8,1,17.0,2,7,7,7,3.0,3.0,2.0,3,4,False
4162,4163,35,No,Travel_Rarely,Human Resources,3,4,Human Resources,1,Male,2,Manager,Married,32940,0.0,Y,11,8,0,6.0,2,5,0,3,1.0,2.0,3.0,3,3,False
4163,4164,29,No,Travel_Rarely,Sales,29,4,Life Sciences,1,Male,2,Laboratory Technician,Single,21270,0.0,Y,11,8,1,10.0,3,9,0,8,4.0,3.0,3.0,2,3,False
4164,4165,31,No,Travel_Rarely,Research & Development,2,2,Medical,1,Male,2,Laboratory Technician,Divorced,39750,1.0,Y,15,8,1,5.0,3,5,4,3,1.0,3.0,2.0,3,3,False
4165,4166,34,No,Travel_Rarely,Research & Development,28,3,Technical Degree,1,Male,1,Laboratory Technician,Divorced,107930,0.0,Y,11,8,3,3.0,1,2,1,2,2.0,4.0,3.0,2,3,False
4166,4167,28,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,5,Research Director,Single,100960,5.0,Y,13,8,0,6.0,2,4,0,3,3.0,3.0,3.0,3,3,True
4167,4168,29,No,Travel_Rarely,Research & Development,16,2,Life Sciences,1,Female,4,Laboratory Technician,Divorced,36460,1.0,Y,14,8,0,10.0,3,10,8,8,2.0,1.0,3.0,4,3,False
4168,4169,32,No,Travel_Rarely,Human Resources,22,3,Human Resources,1,Female,2,Research Director,Divorced,74460,0.0,Y,19,8,0,7.0,3,6,0,5,1.0,2.0,2.0,3,3,False
4169,4170,22,No,Non-Travel,Research & Development,8,3,Life Sciences,1,Female,3,Sales Executive,Divorced,108510,1.0,Y,16,8,1,1.0,2,1,0,0,4.0,4.0,2.0,4,3,False
4170,4171,53,No,Travel_Rarely,Research & Development,11,3,Medical,1,Male,2,Manager,Married,21090,2.0,Y,13,8,0,31.0,3,25,3,7,1.0,4.0,3.0,3,3,False
4171,4172,38,No,Travel_Rarely,Research & Development,29,3,Life Sciences,1,Female,1,Manufacturing Director,Single,37220,5.0,Y,14,8,0,6.0,0,3,1,2,4.0,4.0,3.0,3,3,False
4172,4173,24,No,Non-Travel,Research & Development,1,5,Life Sciences,1,Male,3,Research Scientist,Divorced,93800,0.0,Y,16,8,0,5.0,2,4,1,3,1.0,3.0,2.0,2,3,False
4173,4174,36,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,1,Research Director,Single,54860,7.0,Y,12,8,1,10.0,2,5,0,3,3.0,1.0,3.0,3,3,True
4174,4175,34,No,Travel_Rarely,Sales,24,3,Marketing,1,Male,4,Research Scientist,Single,27420,0.0,Y,11,8,1,13.0,2,12,2,11,1.0,2.0,3.0,3,3,False
4175,4176,21,No,Travel_Rarely,Sales,2,3,Life Sciences,1,Male,2,Manufacturing Director,Single,137570,1.0,Y,12,8,1,0.0,3,0,0,0,3.0,4.0,3.0,3,3,False
4176,4177,34,Yes,Travel_Rarely,Sales,15,2,Marketing,1,Female,2,Research Scientist,Single,84630,2.0,Y,13,8,0,8.0,2,4,1,3,2.0,1.0,3.0,1,3,True
4177,4178,53,No,Travel_Rarely,Sales,2,1,Life Sciences,1,Male,5,Human Resources,Divorced,31620,4.0,Y,15,8,0,26.0,4,14,4,8,3.0,3.0,2.0,3,3,False
4178,4179,32,Yes,Travel_Frequently,Research & Development,10,3,Medical,1,Female,2,Manufacturing Director,Single,165980,1.0,Y,13,8,0,10.0,2,10,6,7,2.0,1.0,3.0,3,3,True
4179,4180,42,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1,Male,2,Laboratory Technician,Married,66510,0.0,Y,20,8,0,10.0,5,9,4,2,3.0,2.0,3.0,2,4,False
4180,4181,44,No,Travel_Rarely,Research & Development,3,1,Life Sciences,1,Female,1,Manufacturing Director,Married,23450,3.0,Y,15,8,2,24.0,0,22,5,17,1.0,4.0,3.0,3,3,False
4181,4182,46,No,Travel_Rarely,Sales,2,3,Life Sciences,1,Female,1,Research Scientist,Single,34200,3.0,Y,13,8,2,22.0,3,2,2,1,2.0,1.0,2.0,1,3,False
4182,4183,33,No,Travel_Rarely,Sales,3,3,Medical,1,Male,1,Manufacturing Director,Single,43730,4.0,Y,14,8,0,7.0,3,1,0,0,3.0,4.0,3.0,3,3,False
4183,4184,44,No,Travel_Rarely,Human Resources,26,3,Life Sciences,1,Male,5,Healthcare Representative,Married,47590,2.0,Y,21,8,0,9.0,2,4,1,3,4.0,4.0,4.0,3,4,False
4184,4185,30,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1,Female,1,Research Scientist,Single,53010,1.0,Y,16,8,1,10.0,3,10,1,8,4.0,3.0,3.0,3,3,False
4185,4186,39,Yes,Travel_Rarely,Human Resources,1,4,Medical,1,Male,1,Sales Executive,Married,36730,3.0,Y,14,8,1,19.0,3,1,0,0,4.0,4.0,4.0,3,3,True
4186,4187,24,Yes,Travel_Rarely,Human Resources,2,5,Human Resources,1,Male,3,Sales Executive,Married,47680,2.0,Y,11,8,1,6.0,2,2,2,0,2.0,4.0,2.0,2,3,True
4187,4188,43,No,Travel_Rarely,Sales,9,5,Technical Degree,1,Female,1,Research Director,Divorced,12740,1.0,Y,19,8,0,6.0,3,5,1,4,4.0,3.0,2.0,2,3,False
4188,4189,50,Yes,Travel_Rarely,Research & Development,12,4,Medical,1,Male,1,Research Director,Married,49000,1.0,Y,11,8,0,3.0,3,3,0,2,1.0,3.0,3.0,2,3,True
4189,4190,35,No,Travel_Rarely,Sales,2,4,Marketing,1,Male,3,Manufacturing Director,Married,104660,1.0,Y,13,8,0,2.0,1,2,2,2,4.0,4.0,3.0,3,3,False
4190,4191,36,No,Travel_Rarely,Research & Development,25,1,Life Sciences,1,Female,4,Sales Executive,Married,170070,9.0,Y,12,8,1,6.0,2,1,0,0,2.0,1.0,4.0,2,3,False
4191,4192,33,No,Travel_Frequently,Sales,9,2,Marketing,1,Male,4,Human Resources,Married,29090,2.0,Y,11,8,0,10.0,2,5,1,3,3.0,1.0,3.0,2,3,False
4192,4193,35,No,Travel_Rarely,Research & Development,10,1,Medical,1,Male,1,Research Scientist,Divorced,57650,1.0,Y,14,8,1,1.0,2,1,0,0,3.0,4.0,3.0,3,3,False
4193,4194,27,No,Travel_Rarely,Sales,8,2,Marketing,1,Female,3,Research Scientist,Divorced,45990,1.0,Y,15,8,1,1.0,3,1,0,0,4.0,1.0,3.0,2,3,False
4194,4195,26,Yes,Travel_Rarely,Sales,4,3,Marketing,1,Male,2,Manager,Single,24040,1.0,Y,12,8,0,1.0,6,1,0,1,1.0,3.0,2.0,3,3,True
4195,4196,27,No,Travel_Frequently,Sales,24,3,Life Sciences,1,Male,4,Healthcare Representative,Single,31720,1.0,Y,20,8,1,9.0,1,9,1,7,4.0,3.0,3.0,3,4,False
4196,4197,30,No,Travel_Frequently,Research & Development,1,4,Medical,1,Male,1,Research Scientist,Single,20330,1.0,Y,14,8,1,12.0,3,12,3,7,3.0,4.0,3.0,1,3,False
4197,4198,41,Yes,Travel_Rarely,Sales,20,4,Marketing,1,Male,2,Sales Executive,Married,102090,1.0,Y,13,8,1,23.0,2,22,15,8,2.0,3.0,3.0,3,3,True
4198,4199,34,No,Non-Travel,Research & Development,7,2,Technical Degree,1,Female,1,Research Scientist,Single,86200,0.0,Y,13,8,1,10.0,2,9,8,7,2.0,3.0,3.0,2,3,False
